										
	91	WPP-EL-GSL-007		B			Power meter Monitoring Single Line Diagram	A3		Dwg
	92	WPP-EL-GSL 008		A			Electrical Legend & Symbol			
	93	WPP-EL-GSL 009					Power Distribution Panel Schedule			
							Elementary & Connection Diagram			
	93	WPP-EL-GED-010		A		PRIORITAS-1	LV MCC Schematic Diagram	A3	1	Dwg
	94	WPP-EL-GED-011		A		PRIORITAS-1	MV MCC Schematic Diagram	A3	1	Dwg
	95	WPP-EL-GED-012				PRIORITAS-2	Connection Diagram Turbine Control Panel TCP-GT#12	A3	1	Dwg
	96	WPP-EL-GED-013				PRIORITAS-2	Connection Diagram Turbine Control Panel TCP-GT#14	A3	1	Dwg
	97	WPP-EL-GED-014				PRIORITAS-2	Connection Diagram Turbine Control Panel TCP-GT#15	A3	1	Dwg
	98	WPP-EL-GED-015		A		PRIORITAS-2	Interconnection Diagram MV Switchgear	A3	1	Dwg
	99	WPP-EL-GED-016		A		PRIORITAS-2	Interconnection Diagram LV MCC/Switchgear	A3	1	Dwg
	100	WPP-EL-GED-017		A			Connection Diagram Load Shedding System	A3		Dwg
	101	WPP-EL-GED-018					Connection Diagram Batery Charger System	A3		Dwg
	102	WPP-EL-GED-019					Electrical Lighting Wiring Diagram	A3		Dwg
					Equipment Layout	PRIORITAS-1	Equipment Layout			
	103	WPP-EL-GEL-025		A	Electrical Equipment Layout 13.8KV PCR	PRIORITAS-1	Electrical Equipment Layout 13.8KV PCR	A3		Dwg
	104	WPP-EL-GEL-026		A	Electrical Equipment Layout 0.48KV PCR		Electrical Equipment Layout 0.48KV PCR	A3		Dwg
			PPGJ-INS-SPC-50.001			PRIORITAS-3	Power Layout			
	105	WPP-EL-GER-028	PPGJ-INS-SPC-50.002			PRIORITAS-3	Electrical Cable Rounting Layout	A3		Dwg
							Lighting Layout			
	106	WPP-EL-GLL-030				PRIORITAS-1	Electrical Lighting Layout Generator Area	A3		Dwg
						PRIORITAS-1	Grounding & Lingtning layout			
	107	WPP-EL-GGL-LAY-032		A		PRIORITAS-1	Electrical Overall grounding & Lightning Protection Layout	A3		Dwg
	108	WPP-EL-GGL-LAY-033		A		PRIORITAS-1	Electrical Grounding layout	A3		Dwg
						PRIORITAS-1	Detail Drawing			
	109	WPP-EL-DET-035		A		PRIORITAS-1	Detail Drawing for Power Works	A3		Dwg
	110	WPP-EL-DET-036				PRIORITAS-1	Detail Drawing for Cable Ladder Works	A3		Dwg
	111	WPP-EL-DET-037		A		PRIORITAS-1	Detail Drawing For Grounding Works	A3		Dwg
	112	WPP-EL-DET-038		A		PRIORITAS-1	Detail Drawing for Lifgting Works	A3		Dwg
	113	WPP-EL-DET-039		A		PRIORITAS-1	Detail Drawing For Lighthing Protection	A3		Dwg
						PRIORITAS-1				
	B.5.7	Electrical Bill of Material				PRIORITAS-1				
	114	WPP-EL-DMT-001					Electrical Bill of Material	A4		Doc
			PPGJ-INS-PCD-50.010			PRIORITAS-3				
	B.6	INSTRUMENT	PPGJ-INS-PCD-50.012			PRIORITAS-3				
	B.6.1	Instrument Datasheet								
	115	WPP-IN-DDS-001		B		PRIORITAS-1	Instrument Datasheet for Shutdown Valve	A4		Doc
	116	WPP-IN-DDS-002		A		PRIORITAS-1	Instrument Datasheet for Metering System Flow Comp	A4		Doc
	117	WPP-IN-DDS-003	PPGJ-INS-CED-50.002	B		PRIORITAS-2	Instrument Datasheet for Barton	A4		Doc
	118	WPP-IN-DDS-004	PPGJ-INS-CED-50.002	B		PRIORITAS-2	Instrumnet Datasheet for PRV			
	119	WPP-IN-DDS-005	PPGJ-INS-CED-50.002	A		PRIORITAS-2	Instrumnet Datasheet for Junction Box	A4		Doc
	B.6.3	Instrument Drawing	PPGJ-INS-LST-50.032			PRIORITAS-2				
							Block Diagram			
	120	WPP-IN-GBD-001				PRIORITAS-3	Instrument Block Diagram	A3	2	Dwg
							Hook Up			
	121	WPP-IN-GIH-002		A		PRIORITAS-1	Instrument Hook - Up Drawing	A3	3	Dwg
						PRIORITAS-1	Instrument Layout		3	
	122	WPP-IN-LAY-003				PRIORITAS-3	Instrument Cable Layout	A3		Dwg
						PRIORITAS-1	Instrument F&G Layout		18	
	123	WPP-IN-LAY-003					Instrument FGS Cable Layout	A3		Dwg
			PPGJ-INS-LOG-50.001			PRIORITAS-2	Wiring & Connection Diagram			
	124	WPP-IN-GWI-004					Wiring Diagram & Connection Diagram	A3		Dwg
	B.6.4	Instrument Bill of Material								
	125	WPP-PTG-IN-DMT-001					Instrument Bill of Material	A4		Doc
										
										
										
	131									
										
										
										
										
										
										
										
										
